change,key,key_method,field,old_value,new_value,old_row,new_row,office
changed,k:bbe92f176241,title+office,procurement_method,,Full and Open Competition,642,42,PMW-740
changed,k:bbe92f176241,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),642,42,PMW-740
changed,k:bbe92f176241,title+office,solicitation_fy,,TBD,642,42,PMW-740
changed,k:bbe92f176241,title+office,solicitation_quarter,,TBD,642,42,PMW-740
removed,k:bc7e7784af3e,title+office,,"LIPTM00290, Tactical Services & Infrastructure, Matrix Chat SW, SEWP (C)",,108,,LSUBP00004
added,k:bca93e85e420,title+office,,,"LIPTM00321, C4I, NS IPT, CND IBM RENEWALS, BASE PLUS OPTION, SEWP (C)",,526,LSUBP00024
added,k:bcab4ed4eaad,title+office,,,Global Positioning Sytem (GPS) User Equipment & Test Engineering (UET&E) (C),,739,NP-55700
removed,k:bceff885ed59,title+office,,"LIPTM00464, DC2HS, FY23 KION (CLOUDTAMER) RENEWAL, SEWP (C)",,491,,LSUBP00066
added,k:bcf495305982,title+office,,,"LIPTM00321, C4I, NS IPT, CND VTE SPARES, SEWP (C)",,518,LSUBP00024
added,k:bcfe0d37e0e1,title+office,,,PMW 150 NILE In-Service Support 6 contract (C),,173,PMW-150
removed,k:bd17af44d60d,title+office,,"LIPTM00183, INIS IPT, OTP MUOS Bcubed NEW TASK ORDER",,144,,LSUBP00023
removed,k:bd1e18490937,title+office,,"LIPTM00458, C4I Acquisition Engineering Integration Service Center, Solidworks software, DoD ESI BPA",,303,,LSUBP00077
removed,k:bd4edaf2a37d,title+office,,ATIP - TIF-TD Price Tables,,377,,PMW/A-170
removed,k:bd50b87b90b6,title+office,,LIPTM00106 - MAINTENANCE FIGURE OF MERIT - MFOM Machine Cert Support Rn - NASA SEWP (C),,589,,LSUBP00056
removed,k:bd889663fff4,title+office,,"LIPTM00119, INTERIOR COMMUNICATIONS IPT, CVN-80 SHIPBOARD AIR TRAFFIC CONTROL COMMUNICATIONS SYSTEM-SEWP (C)",,523,,LSUBP00034
removed,k:bd91b4cdacf4,title+office,,Consolidated NAVWAR Mobility Contract (C),,398,,8.0
added,k:bd9b7116ea63,title+office,,,LIPTM00241 - USCG — Information Technology and Network Based Engineering (Seaport NxGEN TO Base + 4 OYS) (C),,602,LSUBP00006
added,k:bdcf1f975de6,title+office,,,Integrated Voice Networks (Code 41270) Follow-On (C),,701,NP-41200
added,k:bdda5b01b0c0,title+office,,,"LIPTM00417_Cyber Engineering, Operations, & Security Support_ENI IPT_New Order_SeaPort (C)",,489,LSUBP00064
removed,k:bde5467eaecf,title+office,,"LIPTM00328 - SWFTS INTEGRATED INSTALLATION MANAGEMENT ORGANIZATION(SIIMO), KITCO HARDWARE, SEWP (C)",,577,,LSUBP00035
removed,k:bdf6efb9276b,title+office,,"LIPTM00478, FORCEPOINT SOFTWARE RENEWAL, GSA (C)",,219,,LSUBP00009
removed,k:be34a2e782ef,title+office,,Information Technology Management / NIWC Pacific Code 8.2,,667,,None
added,k:be39a8cc41f3,title+office,,,"LIPTM00347, VEHICULAR TECHNOLOGY TRANSITION, ANTENNA, HW, SEWP (C)",,359,LSUBP00007
added,k:bec3c019780f,title+office,,,LIPTM00500 NAVEUR/AF-C6F - CISCO CODEC _SEWP DOD ESI Catalog,,839,LSUBP00002
removed,k:bf43670f54f1,title+office,,LIPTM00107 - Naval Tactical Command Support System - NeoLoad Support Renewal - NASA SEWP (C),,483,,LSUBP00056
added,k:bf8e1da8d73a,title+office,,,JIGSAW Enhancement & Support (JES) - SeaPort (C),,593,LSUBP00010
removed,k:bf8ec94af291,title+office,,18799 - FOE RFPREQ LIPTM00426,,441,,LSUBP00057
added,k:bf8fe1471f57,title+office,,,NSC2I. AS(X) Phase 1-3 (C),,196,PMW-760
removed,k:c0e000b0957b,title+office,,"Web App Transformation, Engineering and Refactoring Support (WATERS) (CIR/PPA 23-XXX)",,617,,LSUBP00009
added,k:c11cd6f07747,title+office,,,"LIPTM00074, DHA/HSI IPT, 24-017 MILCON Ruckus LANs-SEWP (C)",,656,LSUBP00009
removed,k:c12dfcbef1ec,title+office,,"LIPTM00119, INTERIOR COMMUNICATIONS IPT, LPD-19 TV DTS, SEWP (C)",,522,,LSUBP00034
added,k:c16932880f2d,title+office,,,Comprehensive Cyber Support Services (CCSS III) (C),,710,NP-58400
removed,k:c1ca22fc06fc,title+office,,LIPTM00395 - MULTI MEDIA  IPT - TPL 23-078/79 CMDIO-ESI SEWP (C),,65,,LSUBP00002
added,k:c204f20947d9,title+office,,,LIPTM00003_DASR PGR_Sunhillo Longports_NASA SEWP (C),,355,LSUBP00001
added,k:c20cdebdcea5,title+office,,,LIPTM00468 NISE DATA AI WORKSHOP SUPPORT (C),,619,LSUBP00049
removed,k:c220891d9044,title+office,,LIPTM00455-TRSS WORKSTATION REFRESH (C),,289,,LSUBP00021
removed,k:c24da4596fe1,title+office,,Medical Information Delivery Applied Services (MIDAS) Engineering Support II (C),,623,,LSUBP00009
added,k:c29e08e815ed,title+office,,,LIPTM00107 - Naval Tactical Command Support System - NTCSS Development ALM and UFT Support Renewal - Micro Focus Governm,,672,LSUBP00056
added,k:c30800f85bb3,title+office,,,300-24-912- Hardware (Wiseman)-SEWP (C),,534,LSUBP00022
added,k:c3646538a8ca,title+office,,,LIPTM00119-INTERIOR COMMS IPT-NG-IVCS ENGINEERING & LOGISTICS SUPPORT,,272,LSUBP00034
removed,k:c372895827ee,title+office,,4.0 IT Tools – Follow-On (C),,226,,4.0
added,k:c3c3084cfaff,title+office,,,"LIPTM00285 NAVALC2 IPT, TACTICAL DATA LINKS, SESEF, SEWP (C)",,220,LSUBP00063
added,k:c41d43819eb9,title+office,,,"LIPTM00447,SECURE VOICE SOLUTIONS (SVS) IPT, NEW SAC TO, RDTE, BASE + 2OY, OMMC, (GDIT N6523619D8002) MCSC/ADNS Voice En",,152,LSUBP00015
added,k:c437d88f53e3,title+office,,,LIPTM00119-INTERIOR COMMS: INFORMATION WARFARE COMMAND CELL (IWCC) SUPPORT AND WEST COAST IC VIDEO SUPPORT- New SAC TO -,,115,LSUBP00034
removed,k:c5025171b353,title+office,,"LIPTM00119, IC IPT, ANN CVN-71 SCD 28111&CVN-69/73/76 SCD 13412 PROCUREMENT, SEWP (C)",,567,,LSUBP00034
added,k:c50e18b8014b,title+office,,,LIPTM00454_IBR CONTRACT# 47QTCA19D00BD_NEW ORDER_OTA_23-LANT-1814-004,,296,LSUBP00064
removed,k:c51862290292,title+office,,"LIPTM00115, Tactical Shore Systems IPT- DELL R740XD, SEWP (C)",,553,,LSUBP00015
removed,k:c5476f02115b,title+office,,LIPTM00156 - Automatic Identification System (AIS) and Joint Tactical Terminal (JTT) In-Service Engineering Activity (IS,,655,,LSUBP00022
removed,k:c55bd3d994e3,title+office,,NSC2I EPF14-16.  EMS 1. (C),,180,,PMW-760
removed,k:c55d19ba862b,title+office,,LIPTM00250 - SHORE SUB C4I IPT - Crowbar Replacement Efforts NEW ORDER,,529,,LSUBP00035
added,k:c56a4246cc84,title+office,,,"LIPTM00128, SOCS IPT, NEW Order, FY24 PROC SDN Mv2 Hv2",,254,LSUBP00004
added,k:c57e680a758d,title+office,,,LIPTM00304-PNT IPT - UK AIAS Support -Lambert0014-(WR Systems-NEW TO),,274,LSUBP00016
added,k:c5a347790c4f,title+office,,,LIPTM00085; MST MUL USMC ESS FY24 PERIOD 2,,309,LSUBP00010
removed,k:c5aacc023580,title+office,,LIPTM00119-CVN-75 CAMERA PROCUREMENT-SEWP (C),,512,,LSUBP00034
added,k:c5b1e560642b,title+office,,,WAMS TO # 4 - P00001,,482,PMW/A-170
removed,k:c5ce98a6f201,title+office,,CYBERSECURITY RISK MANAGEMENT OPERATIONS (RMOPS) (C),,606,,LSUBP00009
added,k:c5efe4365c25,title+office,,,LIPTM00002_POLAR PGR_NPP LIFE CYCLE SUPPLIES_SEWP (C),,229,LSUBP00001
removed,k:c621187df856,title+office,,Ocean Survey Program Survey System (OSPSS) Central Depot Repair Facility,,698,,None
added,k:c63708cd7e02,title+office,,,"LIPTM00055, Advanced Reconnaissance (AR), SW, ANSYS, GSA",,112,LSUBP00007
added,k:c63971d7e838,title+office,,,"LIPTM00439, C4I, KEY MANAGEMENT (KMI) iAPP System Laptop Procurement and Integration, CMS MAC (C)",,539,LSUBP00024
added,k:c69cc8696554,title+office,,,"LIPTM00248 - AFLOAT SUB C4I IPT -806-807 ECS and CANES/COATS Integration, 804 and 805 CANES Dockside Integration - NEW D",,155,LSUBP00035
added,k:c6dd67138baa,title+office,,,LIPTM00156 - DCGS-N IPT - ICOP & SRF ASPERA -  GSA (C),,543,LSUBP00022
added,k:c6f5b46368b7,title+office,,,"LIPTM00004, TSI IPT, Knox Software, SEWP (C)",,651,LSUBP00004
added,k:c705e9318385,title+office,,,Bundle 14 - Parking Lots and Storm Drain,,273,LSUBP00083
removed,k:c73e0e2a904d,title+office,,Global Positioning Sytem (GPS) User Equipment & Test Engineering (UET&E),,704,,MCPNT Directorate
removed,k:c77bb567eebf,title+office,,"DATA LINK TEST TOOL SYSTEMS ENGINEERING, ANALYSIS, TESTING, INTEGRATION AND TRAINING SUPPORT",,708,,535
added,k:c869443d6b1d,title+office,,,06 MOS Mod BPA Call 7 (DLS) (C),,185,PMW-150
added,k:c8b2015dcfda,title+office,,,DMDV Production OT Task Order #1,,797,NP-71700
added,k:c8b590e4e7ad,title+office,,,ADNS Production MAC RFP #40 (C),,24,PMW-160
added,k:c988f36792e9,title+office,,,"LIPTM00239, SURFACE NEW CONSTRUCTION, FORKLIFT, GSA (C)",,376,LSUBP00034
added,k:c9e29d0f9ae9,title+office,,,"LIPTM00149 - ASE IPT - ASE-24-014 - 24 SSEE Production, SCN, FMS UK Peregrine - SEWP V (C)",,555,LSUBP00022
removed,k:c9fe2b7fb2c5,title+office,,Key Management Infrastructure,,666,,Cyber Defense
changed,k:ca00f4ffa926,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),47,136,LSUBP00010
changed,k:ca00f4ffa926,title+office,solicitation_fy,FY23,FY24,47,136,LSUBP00010
changed,k:ca00f4ffa926,title+office,solicitation_quarter,Q3,Q4,47,136,LSUBP00010
changed,k:ca00f4ffa926,title+office,award_fy,FY23,FY24,47,136,LSUBP00010
added,k:ca012b55b9bc,title+office,,,Naval Enterpise Networks Engineering Services (C),,740,NP-55300
added,k:ca1578554aff,title+office,,,WAMS Mission Planning System SBIR Phase III,,421,PMW/A-170
added,k:ca57643c0fce,title+office,,,ESI.mil Website Development - TO (C),,711,NP-55300
added,k:ca660f0b7d0e,title+office,,,"LIPTM00455, TCIO,FDS-MC PHOTOGRAPHY EQUIPMENT, SEWP (C)",,557,LSUBP00021
added,k:ca8f012b84c8,title+office,,,"LIPTM00081, PJSA IPT, Executive CCTV and IDS Upgrades",,265,LSUBP00010
removed,k:cabd34edbe45,title+office,,LIPTM00454 -MCBOSS - PIVOTAL(TANZU) - VMWARE - DONELA,,152,,LSUBP00064
removed,k:caf99c8700fd,title+office,,"LIPTM00149 - ASE IPT - Horizon UPS, Ethernet, and 2U Servers - ASE-23-020 - SEWP (C)",,133,,LSUBP00022
removed,k:cb00ad611fcd,title+office,,LIPTM00002_Polar Programs_Marble Point AMOS_GSA (C),,622,,LSUBP00001
removed,k:cb08799de107,title+office,,"LIPTM00119, IC IPT, VIDEO EPF-13 PROCUREMENT, SEWP (C)",,563,,LSUBP00034
removed,k:cb1e6fe956e1,title+office,,"LIPTM00252, PBLO, ELECTRONIC COMPONENTS, SEWP (C)",,107,,LSUBP00093
added,k:cb1f8a1bfe11,title+office,,,1.2 BFM Support (C),,182,1.0
removed,k:cb770229274e,title+office,,5001 - NMT SICILY NEW TASK ORDER LIPTM00256L (C),,452,,LSUBP00057
added,k:cb7a7ecead4f,title+office,,,Program Office Support Next (C),,10,PMS-485
added,k:cb874d835ed3,title+office,,,0199 CANES AEGIS,,777,NP-41200
added,k:cb9d21ee4b18,title+office,,,NAVWAR 5.0 SoS Engineering and CS Engineering Support Services (C),,89,5.0
removed,k:cc0ca5e5752b,title+office,,CANES TVE Follow-On (FO) (C),,646,,PMW-160
added,k:cc26e3c1140c,title+office,,,LIPTM00002_Polar Ops Support_SAC_Follow-On (PPA LSUBP00001-0020),,142,LSUBP00001
removed,k:cc686b3a3a5a,title+office,,CVN 68 Class Shock Testing for the RCS RCOH Design (C),,171,,PMW-750
removed,k:cc937b683146,title+office,,STtNG SBIR Phase II.5 PRAs - Admin,,380,,PMW/A-170
removed,k:cccd0a052dd9,title+office,,DMR - HF Receiver Replacement - 22R2000,,204,,PMW/A-170
changed,k:cce565d8c288,title+office,contract_type,TBD,Cost-Reimbursement,71,596,LSUBP00010
changed,k:cce565d8c288,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),71,596,LSUBP00010
changed,k:cce565d8c288,title+office,solicitation_fy,,FY24,71,596,LSUBP00010
changed,k:cce565d8c288,title+office,solicitation_quarter,,Q2,71,596,LSUBP00010
changed,k:cce565d8c288,title+office,award_fy,FY23,FY24,71,596,LSUBP00010
changed,k:cce565d8c288,title+office,award_quarter,Q4,Q3,71,596,LSUBP00010
changed,k:cce565d8c288,title+office,follow_on_or_new,,Follow-on,71,596,LSUBP00010
changed,k:cce565d8c288,title+office,existing_contract_number,,N6523619F0111,71,596,LSUBP00010
added,k:cd326697c32d,title+office,,,LBUCS Tx - TO,,838,NP-55300
added,k:cd508004477b,title+office,,,"LIPTM00086/MyNavy Human Resources Solutions - Tortoise SVN Software renewal, SEWP (C)",,368,LSUBP00011
added,k:cdbe14abf11a,title+office,,,Cyber Operations Support (COS) III  - Follow-on Action (C),,723,NP-58400
added,k:cdcf6aecc4cd,title+office,,,"LIPTM00081, PJSA IPT, Executive Complex Operational Expansion NEW MAC (C)",,391,LSUBP00010
added,k:ce23a55df722,title+office,,,"LIPTM00336, DCGS-MC, CDS, SEWP (C)",,215,LSUBP00021
removed,k:ce37391d598d,title+office,,"Bundle 4- 3440 North Side Exterior Repairs (250k), 3450 Demo (150K)- $400K",,113,,LSUBP00083
removed,k:ce38f2ff4443,title+office,,NMT FOFD FY23 Spares Buy,,378,,PMW/A-170
added,k:ce4ef9fbe303,title+office,,,NSLC-A Communications System - Follow On Contract (C),,61,PMW/A-170
added,k:ce6601a9cd68,title+office,,,LIPTM00448-MMSC NAVCERT/FMS CASES_CRUSE0006-WR Systems-NEW SAC TO N6523620D8024,,145,LSUBP00016
added,k:ce67a3fb8770,title+office,,,0228  (ADNS)  (PIT)  (ISEA),,101,NP-41200
removed,k:ce790268f2db,title+office,,"Cyberspace Science, Research, Engineering and Technology Integration",,671,,None
removed,k:cf248e0c494f,title+office,,LIPTM00248 - AFLOAT SUB C4I IPT - iRCS Rack Build FY23 - NEW SAC DO - CORPORATE PRODUCTION,,539,,LSUBP00035
added,k:cf749c29c787,title+office,,,SEAPORT TO - AIRBORNE ADVANCED TACTICAL DATA LINK (ATDL) ENGINEERING AND TEST AND EVALUATION SUPPORT (C),,745,NP-53000
removed,k:cfa3112dc01e,title+office,,"LIPTM00080 Headquarters, Naval Sea Systems Command (NAVSEA) Integrated Electronic Security System (IESS) Sustainment (C)",,72,,LSUBP00010
added,k:cfb027ce845d,title+office,,,LIPTM00460 FY24 RDT&E PALO ALTO RENEWAL SW ESI SEWP (C),,396,LSUBP00087
added,k:cfec7ed7b939,title+office,,,"LIPTM00328, CWITT IPT, DELL LAPTOPS, SEWP (C)",,219,LSUBP00035
added,k:d024f999897d,title+office,,,"LIPTM00285 NAVALC2 IPT, TACTICAL DATA LINKS, LMMT TECH REFRESH COMPUTERS, SEWP (C)",,509,LSUBP00063
added,k:d071f9f55da5,title+office,,,"LIPTM00164, SOIS, JTWS AIR, SeaPort (C)",,490,LSUBP00021
added,k:d092ea3f708f,title+office,,,LBS-G Maintenance TO 09 (G2 Repairs),,425,PMW-120
added,k:d0ec8b9e47a5,title+office,,,"LIPTM00118, TNSS COALITION IPT, COALITION SYSTEMS CISCO MATERIAL, ESI/SEWP (C)",,373,LSUBP00063
removed,k:d14481803194,title+office,,CBSP AC2 Modem Follow On - Admin,,394,,PMW/A-170
added,k:d1839caf93ec,title+office,,,0197 CBISEA DGSIT,,773,NP-41200
removed,k:d1a2265ee97a,title+office,,"LIPTM00328, SUBMARINE WARFARE FEDERATED TACTICAL SYSTEMS IPT, SUPERMICRO, SEWP (C)",,572,,LSUBP00035
added,k:d1db2d8fcffa,title+office,,,LIPTM00500 NAVEUR/AF-C6F - EVANS FURNITURE,,134,LSUBP00002
removed,k:d1ef032a06c2,title+office,,MVF IPT Integration and Fielding Support _ PR 1300995495 CRM-22-00600-SeaPort (C),,599,,LBUSP00025
added,k:d1f7e455df79,title+office,,,Integrated International Support Services (follow-on) (C),,171,PMW-740
removed,k:d27f0e3350f9,title+office,,Defense Health Agency Information Transport III - SeaPort (C),,31,,LSUBP00009
removed,k:d29a42981c74,title+office,,"LIPTM00257, Surface Modernization Unit Level, SEWP (C)",,541,,LSUBP00057
added,k:d2a941cae680,title+office,,,"LIPTM00321, C4I, NSIPT SENSOR 2 SERVER REFRESH AND INSTALL, SEWP (C)",,217,LSUBP00024
added,k:d2b413153956,title+office,,,LIPTM00116-UCVS IPT -CISCO procurement for 790 Lab (SSD)-Equipment_SEWP ESI (C),,212,LSUBP00015
added,k:d2c268d861d3,title+office,,,PMW 150 ILS Services (C),,60,PMW-150
added,k:d2c8f477df14,title+office,,,New task order on N66001-21-D-0089,,793,NP-75200
added,k:d2d5e382006b,title+office,,,SLDCADA 2_FUTURE_ BASE YR_2024 (C),,91,Pf007NERP
added,k:d2e96d1efa16,title+office,,,"LIPTM00119, IC IPT, LHD-3_LPD-17 VIDEO TVDTS PROCUREMENT, SEWP (C)",,358,LSUBP00034
added,k:d319a323324a,title+office,,,All SATCOM Multi Award Contract (C),,74,PMW/A-170
removed,k:d31aa5de0fbc,title+office,,"LIPTM00447, Secure Voice Solutions IPT, MULTIPLE HULLS, NEW SAC TASK ORDER (19D8002)",,508,,LSUBP00015
removed,k:d35e9adaaeeb,title+office,,Phase Sensitive Innovations SBIR Phase III,,381,,PMW/A-170
added,k:d39dbee7ffcc,title+office,,,"LIPTM00183, INIS IPT, NEW OTP TO #3 MUOS",,255,LSUBP00023
added,k:d3bb43ef2306,title+office,,,Modeling and Simulation 28,,444,PMS-485
removed,k:d3cc9d7139e2,title+office,,"LIPTM00457, Integrated Service Center, JAVA SSO Maintenance Renewal, SEWP (C)",,482,,LSUBP00011
added,k:d3d4754f4bfd,title+office,,,0233 ADNS INCO KIT mng,,847,NP-41200
removed,k:d3d67b83313a,title+office,,"LIPTM00248 - AFLOAT SUB C4I IPT -798-809, and 826 CANES INT, 808-809 INCOs  - NEW SAC DO - CORPORATE PRODUCTION",,537,,LSUBP00035
removed,k:d3ea9dcfd533,title+office,,"VIASAT TRANSEC IDIQ Ceiling Increase, VM300M Card Pricing and FMS Modification",,432,,PMW-790
removed,k:d44f6ca90f6d,title+office,,"LIPTM00304, Position, Navigation, & Timing (PNT) Engineering IPT- NAVSEA, SMITH, LCR, 7IA-100-0005-3 - PHASE 3;  SEWP (C",,256,,LSUBP00016
added,k:d46182320d99,title+office,,,PMW/A 170 Integrated Logistics Support Services (C),,201,PMW/A-170
removed,k:d59987aa598a,title+office,,Centerwide Logistics & Warehouse Services,,685,,None
added,k:d59fcfb227ac,title+office,,,"LIPTM00006, NCOC IPT, NELLER CENTER C4I SYSTEMS TECHNICAL SUPPORT, New SAC Task Order",,284,LSUBP00002
removed,k:d601b665f0bf,title+office,,"LIPTM00074, DHA/HSI IPT, 23-016 WLAN ENGINEERING LAB-SEWP (C)",,624,,LSUBP00009
removed,k:d609ceb9a750,title+office,,PEO C4I PMW 740 Taiwan Installation Support Incremental (C),,638,,PMW-740
added,k:d60c860376e0,title+office,,,"LIPTM00328, CWITT/SWFTS IPT - JUNIPER (NETS), SUPPORT, SEWP (C)",,492,LSUBP00035
added,k:d61ed36f7e3b,title+office,,,"LIPTM00120, SDRS IPT, PROPSIM F64 SW RENEWAL FY24, SEWP (C)",,531,LSUBP00016
added,k:d6378270aeed,title+office,,,LIPTM00106 - MAINTENANCE FIGURE OF MERIT - MFOM Machine Certs Support Renewal - NASA SEWP (C),,218,LSUBP00056
added,k:d6524a55cb02,title+office,,,PMW-130 A&A Service RECOMPETE (C),,78,PMW-130
added,k:d6ba4152bc69,title+office,,,ADNS Production MAC RFP #33 (C),,17,PMW-160
removed,k:d6c9a6d8e2ec,title+office,,"LIPTM00214 - C4I FMS, USCENTCOM Partner Network and CENTRIXSFMS, CASE BA-P-GBM, SEWP (C)",,27,,LSUBP00006
added,k:d6cc9e4f6fa3,title+office,,,SD Marine Mammal Training (C),,733,NP-56700
removed,k:d72f928e5ddc,title+office,,"SYSTEM ENGINEERING, SOFTWARE ENGINEERING, TEST ENGINEERING, LOGISTICS, AND PROJECT MGMT SUPPORT FOR DCGS-N INCE 2 AND AG",,729,,532
removed,k:d74bdd4bb585,title+office,,"LIPTM00455, Marine Corps Warfighting Lab (MCWL), VMWARE SOFTWARE, ELA (C)",,353,,LSUBP00021
removed,k:d775a6abe0b1,title+office,,Kros-Wise Follow on (C),,372,,8.0
added,k:d791989d5f11,title+office,,,RGS-A TO 3 (C),,700,NP-55200
removed,k:d799605bb5d1,title+office,,"CNSC (Compute, Network, Storage, Consumption) Follow On",,115,,Pf007NERP
added,k:d7f204e187d0,title+office,,,"LIPTM00214-C4I FMS, FMS Case JO-P-LBU, ESI Cisco, SEWP (C)",,679,LSUBP00006
removed,k:d8486eab4087,title+office,,CANES MAC- N0003923R9102 CTUs (C),,649,,PMW-160
changed,k:d84fcbb9d123,title+office,procurement_method,,Full and Open Competition,325,563,LSUBP00021
changed,k:d84fcbb9d123,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),325,563,LSUBP00021
changed,k:d84fcbb9d123,title+office,solicitation_fy,,TBD,325,563,LSUBP00021
changed,k:d84fcbb9d123,title+office,solicitation_quarter,,TBD,325,563,LSUBP00021
changed,k:d84fcbb9d123,title+office,award_fy,FY23,FY24,325,563,LSUBP00021
added,k:d892eab19a4b,title+office,,,"LIPTM00074, DHA/HSI IPT, 24-015 BNO for JUNIPER for NMC PORTSMOUTH DELTAS-SEWP (C)",,225,LSUBP00009
removed,k:d8942ef538e2,title+office,,"LIPTM00480 - NAVAL-MAINTENANCE, REPAIR AND OVERHAUL - N-MRO VE3 Site Upgrade- NASA SEWP (C)",,587,,LSUBP00056
removed,k:d89a01fc9c01,title+office,,LIPTM00252/Performance Based Logistics - Organic (PBLO)/Ships Signal Exploitation Equipment Increment (SSEE INC E)/Panas,,340,,LSUBP00093
removed,k:d94b70e46ad1,title+office,,LIPTM00229 -  IUSS IPT - 300-23-909 - X-LOCKS (MORTON)-SEWP (C),,81,,LSUBP00022
removed,k:d95aee292793,title+office,,CONTRACT/PLANNING TOOL (23-004),,434,,LBUSP00027
added,k:d9a5f20284c4,title+office,,,"LIPTM00214, C4I FMSIPT, JO-P-LBU/CENTRIXS, SEWP (C)",,681,LSUBP00006
added,k:d9c1222e8d26,title+office,,,0194 ADNS OPC-1 US COAST GUARD,,781,NP-41200
removed,k:d9ec34896974,title+office,,LIPTM00149 - ASE - SSEE Inc F Mission Module Spares - ASE-23-007 - SEWP (C),,132,,LSUBP00022
added,k:da329b8a658c,title+office,,,"LIPTM00285 - NAVAL C2 IPT, GCCS-M ORACLE HARDWARE MAINT RNWL, SEWP (C)",,507,LSUBP00063
removed,k:da3606dbdeb4,title+office,,LIPTM00460 RDT&E IPT - SOLARWINDS ANNUAL RENEWAL - NASA SEWP (C),,123,,LSUBP00087
removed,k:da91b5fb77de,title+office,,NSC2I LPD.  29.30.31. (C),,177,,PMW-760
added,k:dab3df033d12,title+office,,,Taiwan Training (2025) (C),,35,PMW-740
removed,k:dad9e3b70b01,title+office,,TAIPT-24,,166,,PMS-485
added,k:db4d9f0d67e2,title+office,,,"LIPTM00174, Air & Space IPT, NEW OTA",,295,LSUBP00023
added,k:dbadb9742816,title+office,,,"LIPTM00006_Naval Command and Operations Center_SMWDC, Tech Refresh, SEWP (C)",,388,LSUBP00002
added,k:dbbcc66cb779,title+office,,,LIPTM00156 - DCGS-N IPT - POSTGRES ENTERPRISE DATABASE - GSA (C),,544,LSUBP00022
added,k:dbd754c16e26,title+office,,,"LIPTM00464, DC2HS, FY24 CISCO ISE CEDC, ESI - SEWP (C)",,666,LSUBP00066
removed,k:dc265b6bfa71,title+office,,LIPTM00448-DDG CLASS SCN NAVIGATION SYSTEMS SUPPORT-Lambert0013-(WR Systems-NEW),,247,,LSUBP00016
removed,k:dc281f2a9e33,title+office,,PEO C4I PMW 740 Taiwan Life Cycle Support Incremental (C),,640,,PMW-740
changed,k:dc37f08cd576,title+office,procurement_method,,TBD,271,582,LSUBP00021
changed,k:dc37f08cd576,title+office,contract_type,TBD,Fixed-Price,271,582,LSUBP00021
changed,k:dc37f08cd576,title+office,procurement_instrument,TBD,Delivery Order/Task Order (not under Federal Supply Schedule Contract),271,582,LSUBP00021
changed,k:dc37f08cd576,title+office,solicitation_fy,,TBD,271,582,LSUBP00021
changed,k:dc37f08cd576,title+office,solicitation_quarter,,TBD,271,582,LSUBP00021
changed,k:dc37f08cd576,title+office,award_fy,,FY24,271,582,LSUBP00021
changed,k:dc37f08cd576,title+office,award_quarter,,Q4,271,582,LSUBP00021
removed,k:dc3ee7c0d3b0,title+office,,COMMUNICATIONS SECURITY (COMSEC) ACCOUNTING / SPECIAL INVENTORY MANAGER (SIM) SUPPORT SERVICES INDEFINITE DELIVERY INDEF,,639,,PMW-740
removed,k:dc94e25275d3,title+office,,NILE ISS 5 (N0003922D1004) Task Order 3,,408,,PMW-150
removed,k:dc9743bff305,title+office,,National Intelligence Systems Engineering and Capability Development - SeaPort (C),,32,,LSUBP00023
added,k:dcab4340714f,title+office,,,"LIPTM00333, IT-OT CES (C)",,605,LSUBP00010
added,k:dcd098b54b3b,title+office,,,PMW 160 Engineering Support Services (ESS) Follow-on Contract (C),,55,PMW-160
removed,k:dce19b7e71c5,title+office,,"LIPTM00086/MyNavy Human Resources Solutions -Dell EMC Data Domain Software renewal, SEWP (C)",,586,,LSUBP00011
removed,k:dcf9269ac688,title+office,,USMC Logistics Analysis Technical Management Team - SeaPort (C),,275,,LSUBP00021
added,k:dd0d44562f12,title+office,,,"LIPTM00303, DARPA IPT, SEAPORT NEW TASK ORDER, ACO PROGRAM SUPPORT (C)",,592,LSUBP00049
removed,k:dd2f1bdcd251,title+office,,C2P BPA Call 1 (C),,158,,PMW-150
removed,k:dd3674f65716,title+office,,LIPTM00397 - Canes Eng IPT- N6523622D8006/NEW TO MBASII,,86,,LSUBP00063
removed,k:dd3bb0cde8f1,title+office,,"18658 - FOE PPR INSTALL OF AEGIS ASHORE C4I & C31 SYS REDZIKOWO, POLAND & DEVESELU, ROMANIA (C)",,453,,LSUBP00057
added,k:dd499a96e532,title+office,,,NAVWAR CEBO Support 2026 (C),,211,8.0
removed,k:dd6ce3282973,title+office,,DMR - PACU 461 - 22R2000,,201,,PMW/A-170
removed,k:dd82cc603b34,title+office,,Cybersecurity (CS) / Information Assurance Technical Authority (IA TA) Cybersecurity Technical & Engineering Services,,663,,None
removed,k:dda2bb7dbc4e,title+office,,NCR Expansion ESS Upgrade,,46,,LSUBP00010
added,k:ddc2126d4293,title+office,,,"LIPTM00119, IC IPT, CVN-70/71/76 NAVAIR SATCC SPARES KIT, SEWP (C)",,663,LSUBP00034
