change,key,key_method,field,old_value,new_value,old_row,new_row,office
added,k:3d46fa5f36e5,title+office,,,RADIAC Production (C),,748,NP-56700
added,k:3d52d712f58a,title+office,,,"LIPTM00086/MyNavy Human Resources Solutions - GoToAssist Software renewal, SEWP (C)",,341,LSUBP00011
added,k:3d56317e3cdb,title+office,,,NAVWAR Acquisition Policy and Business Operations (APBO) Support Services,,319,2.0
added,k:3e27552dc8a5,title+office,,,LIPTM00107 - Naval Tactical Command Support System - NTCSS Development Dell Hardware Requirements - NASA SEWP (C),,638,LSUBP00056
changed,k:3e294fb2b0b2,title+office,solicitation_fy,,FY25,417,44,PMW-120
changed,k:3e294fb2b0b2,title+office,solicitation_quarter,,Q2,417,44,PMW-120
removed,k:3e4382589f73,title+office,,"LIPTM00074, DHA/HSI IPT, 23-010 RUCKUS for NMC SD_NH BREM_JB LEWIS-MCCHORD_MACDILL_LAUGHLIN_TRIPLER-SEWP (C)",,212,,LSUBP00009
added,k:3e7d6c8457cc,title+office,,,"LIPTM00248, Afloat Submarine C4I IPT_ CSRR RITEC Printers and associated EQUIPMENT, SEWP (C)",,366,LSUBP00035
removed,k:3e916e24494b,title+office,,Sierra Hotel Aviation Readiness Program (SHARP),,725,,534
added,k:3e9fa206ec9c,title+office,,,NSC2I  FFG 63.  PHASE 2 & 3. (C),,69,PMW-760
removed,k:3f1ca3b7aa67,title+office,,LIPTM00149 - ASE - SSEE Inc F DDG 128 & 129 Red Falcon Next Gen Chassis and Peregrine - ASE-23-014 - SEWP (C),,93,,LSUBP00022
removed,k:3f204115674a,title+office,,WAMS - Spec 1.9 added to contract,,391,,PMW/A-170
removed,k:3fd690b468fc,title+office,,LIPTM00248 - AFLOAT SUB C4I IPT  -VA SCN Bulk Procurement and Spares - NEW SAC DO - CORPORATE PRODUCTION,,538,,LSUBP00035
removed,k:404483b9539d,title+office,,"LIPTM00448-PNT, WSN7 FMS Japan BANG0006_CPFF-COMP (WR NEW SAC)",,259,,LSUBP00016
added,k:40490c68ad5e,title+office,,,"LIPTM00118, ENTERPRISEDB ON PREM SUPPORT UNICORE, SEWP (C)",,613,LSUBP00063
removed,k:409d71cdf1c3,title+office,,WAMS - EDM Repairs,,389,,PMW/A-170
added,k:40ae4400fe77,title+office,,,"LIPTM00486, MICRO FOCUS, SSTD SUPPORT, ESI (C)",,221,LSUBP00035
added,k:40aed31966e5,title+office,,,"LIPTM00086/MyNavy Human Resources Solutions - BMC Control M Software renewal, SEWP (C)",,662,LSUBP00011
added,k:40b0403c890d,title+office,,,"LIPTM00290, TSI IPT, OpenRMF Software, SEWP (C)",,628,LSUBP00004
added,k:411e7e6cc90e,title+office,,,Royal Moroccan Navy (RMN) Microwave Transmission Network (MTN) Phase 1 A,,454,PMW-740
added,k:4120df48869c,title+office,,,Cyber MAC  - Follow-on Action (C),,694,NP-70000
added,k:41407d54f1dd,title+office,,,LIPTM00149 - ASE IPT - ASE-24-019 - SSEE Azure DIF SIM BOM - SEWP V (C),,498,LSUBP00022
added,k:4156653f2b8f,title+office,,,"ATCS - Solicit, Negotiate & Definitize Inc 1 Production (FFP)",,448,PMW/A-170
removed,k:4161db795dbc,title+office,,LIPTM00006_Naval Command and Operations Center_INSTALL CISCO MATERIAL_DOD ESI SEWP CATALOG (C),,52,,LSUBP00002
removed,k:417d5c42fd19,title+office,,LIPTM00132_Naval & Joint Europe_Material for United States European Command (USEUCOM) SITE C_ DOD Cisco SEWP Catalog (C),,62,,LSUBP00002
removed,k:41a82e2d4891,title+office,,"LIPTM00480 - NAVAL-MAINTENANCE, REPAIR AND OVERHAUL (N-MRO)  - VE3 Site Upgrade Cisco Switches - CISCO ESI BPA - SEWP (C",,487,,LSUBP00056
added,k:41b84358d774,title+office,,,0217  ADNS) Post Installation Training (PIT),,102,NP-41200
removed,k:41cbe718ee69,title+office,,"LIPTM00467, 83200 Facilities, Quantico Furniture, GSA (C)",,112,,LSUBP00083
added,k:41feafd0273a,title+office,,,"LIPTM00466, 4.3, Material Handling Equipment, GSA (C)",,363,LSUBP00084
added,k:420dbfadedfd,title+office,,,Information Warfare Research Project 3 (IWRP 3) (C),,332,LBUSP00032
removed,k:4242e99435df,title+office,,Precision Approach Radar Hardware,,687,,None
added,k:42775dec51f7,title+office,,,"LIPTM00447,SECURE VOICE SOLUTIONS (SVS) IPT, New SAC TO, GDIT N6523619D8002, RDTE_ADNS ENG SPT",,262,LSUBP00015
added,k:428c11ffe596,title+office,,,Depot Systems Support Follow-On Action (C),,732,NP-43100
removed,k:429114e9bfd5,title+office,,Naval Enterprise DevSecOps and Software Modernization IDIQ - Follow On Effort,,186,,Pf1-PAS
removed,k:42fd655d61fb,title+office,,"LIPTM00074,DHA/HSI, 23-003 NHC Cherry Point and NMC Camp Lejeune LAN Forklifts-SEWP (C)",,210,,LSUBP00009
added,k:43212499131e,title+office,,,PMW/A 170 Program Management Support Services (C),,199,PMW/A-170
removed,k:4342b1dccd5f,title+office,,"LIPTM00319, CRIT OMNISIG SW, SEWP (C)",,436,,LSUBP00049
added,k:43f5253278a8,title+office,,,GPNTS FY24 Bulk Buy #2 Award and Fund,,452,PMW/A-170
added,k:43f5253278a8,title+office,,,GPNTS FY24 Bulk Buy #2 Award and Fund,,453,PMW/A-170
added,k:440f162d5b2f,title+office,,,LIPTM00250-SUBMARINE SHORE C41-VARIABLE TUNER ELEMENTS INTEGRATION- NEW SAC TO (Base +2OYS) (Salient) N65236-23-D-8015 (,,143,LSUBP00035
removed,k:4423598c88d8,title+office,,"LIPTM00455-TCIO, GRCS KIT, SEWP (C)",,288,,LSUBP00021
added,k:442d390665f2,title+office,,,"LIPTM00119, IC IPT, VIDEO FY24 OPN CISCO SPARES, ESI SEWP (C)",,661,LSUBP00034
added,k:4446f1ecbdcc,title+office,,,0196 CBISEA WRBS,,802,NP-41200
ambiguous,k:446a17264f5a,title+office,,2 rows,1 rows,291;294,568,LSUBP00021
removed,k:44b2b0365eaa,title+office,,18659 - FOE MOD PAX RIVER MD,,443,,LSUBP00057
changed,k:44b54f55c857,title+office,procurement_method,,TBD,633,56,PMW-740
changed,k:44b54f55c857,title+office,solicitation_quarter,Q3,Q4,633,56,PMW-740
changed,k:44b54f55c857,title+office,award_fy,FY23,FY24,633,56,PMW-740
removed,k:44b9240b7666,title+office,,"LIPTM00285 NAVALC2, GCCS-M & MTC2 POSTGRES SW RNWL, SEWP (C)",,89,,LSUBP00063
added,k:45216f251c46,title+office,,,Security Support Services  - Follow-on Action (C),,721,NP-83000
removed,k:452be7c17d2b,title+office,,LIPTM00214 - C4I FMS IPT- JAPAN - FMS - JA-P-NCO ASEV,,17,,LSUBP00006
changed,k:459e9cb2a8e9,title+office,anticipated_total_value,$50M - $100M,< $2M,457,65,PMS-485
changed,k:459e9cb2a8e9,title+office,procurement_method,,Full and Open Competition,457,65,PMS-485
changed,k:459e9cb2a8e9,title+office,solicitation_fy,,TBD,457,65,PMS-485
changed,k:459e9cb2a8e9,title+office,solicitation_quarter,,TBD,457,65,PMS-485
removed,k:45a3c4cc1c0a,title+office,,"LIPTM00455,Terrestrial Collection Identity OPS (TCIO),SIGMAN  INC I, NASA SEWP (C)",,351,,LSUBP00021
removed,k:45a9688ee4d1,title+office,,Engineering Logistics Support Services (ELSS) Follow On,,116,,Pf007NERP
removed,k:45a9caf4f4df,title+office,,JPI A8 Card Follow-on,,159,,PMW-150
added,k:45b751823f5c,title+office,,,"LIPTM00128, SDN System Component Spares, USSOCOM Support, SEWP (C)",,350,LSUBP00004
removed,k:45bb11236cce,title+office,,FY 23 SDN Communications on the Move (COTM)-SAC,,302,,LSUBP00004
added,k:45bc6de6f277,title+office,,,Taiwan LCS (2025) (C),,41,PMW-740
removed,k:45c5d2d24a06,title+office,,NGA DIA SMS Integration,,35,,LSUBP00010
removed,k:45d45abc09e1,title+office,,WAMS - KLIF/Mission Planning,,390,,PMW/A-170
removed,k:45e23180806a,title+office,,LIPTM00415-Radio Comms IPT- FY 25 and on OA-9277A Coupler and Power Supply procurement-NEW NICHE SAC (CIR/PPA 2X-XXX),,236,,LSUBP00016
removed,k:45e80f62fb1a,title+office,,"LIPTM00336, DCGS-MC, Test Assets, SEWP (C)",,359,,LSUBP00021
removed,k:45f174b61eb3,title+office,,LIPTM00006_Naval Command and Operations Center_INSTALL MATERIAL_SEWP (C),,42,,LSUBP00002
removed,k:461196c9e30b,title+office,,Ocean Survey Program Survey System (OSPSS) Technical Documentation and related Engineering Services,,702,,None
removed,k:46431d19e66e,title+office,,"VTT IPT Systems Engineering, Integration, & Limited Production (C)",,276,,LSUBP00007
added,k:46757726ab64,title+office,,,"LIPTM00290, TSI IPT, Blue Coat Software, SEWP (C)",,369,LSUBP00004
added,k:46d51c6e6a66,title+office,,,"LIPTM00252, BASED LOGISTICS-ORGANIC (PBLO),VARIOUS ELECTRONIC COMPONENTS SEWP (C)",,541,LSUBP00093
removed,k:46edd08bbf0a,title+office,,"Design Development Support for PEO C4I, NAVWAR, and Sub Organizations (C)",,419,,PEO-C4I
added,k:4702c1ef33f7,title+office,,,"Design Development Support for PEO C4I, NAVWAR, and Sub Organizations (C)",,46,C4IEXEC
added,k:4707154c0dfe,title+office,,,LIPTM00241 - USCG Sustainment - Seaport NxGEN TO (base + 4OYS) (C),,601,LSUBP00006
removed,k:4784d0d78cbe,title+office,,"LIPTM00467, 83300 Security, Badge printers, GSA (C)",,341,,LSUBP00083
changed,k:478915e47f2e,title+office,procurement_method,,Full and Open Competition,322,560,LSUBP00021
changed,k:478915e47f2e,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),322,560,LSUBP00021
changed,k:478915e47f2e,title+office,solicitation_fy,,TBD,322,560,LSUBP00021
changed,k:478915e47f2e,title+office,solicitation_quarter,,TBD,322,560,LSUBP00021
changed,k:478915e47f2e,title+office,award_fy,FY23,FY24,322,560,LSUBP00021
added,k:47b8d1eb6904,title+office,,,"LIPTM00481, Telephony, E911 Service, (SEWP) (C)",,395,LSUBP00087
removed,k:47bcbe7e238d,title+office,,"LIPTM00118, TACTICAL NETWORK SOFTWARE SUPPORT, MICRO FOCUS NETIQ, ESI-BPA (C)",,105,,LSUBP00063
added,k:47cd7920648b,title+office,,,"LIPTM00415-Radio Comms IPT, Antenna Tilt Group (ATG) repair-NEW LC NICHE (PPA)",,166,LSUBP00016
added,k:47d680a3bd42,title+office,,,LIPTM00229 - IUSS IPT - SURTASS -Pneumatic Hoists/Air Hoist tractor - SEWP (C),,242,LSUBP00022
added,k:47f0a88465c0,title+office,,,"LIPTM00174, Air & Space IPT, New Order",,132,LSUBP00023
added,k:47f0a88465c0,title+office,,,"LIPTM00174, Air & Space IPT, New Order",,286,LSUBP00023
added,k:4813e44892df,title+office,,,"LIPTM00461, Cyber Red Team Test, Operations, Development, and Cybersecurity Support, SeaPort NxG Small Business (C)",,485,LSUBP00080
added,k:482151e6cf34,title+office,,,"LIPTM00119, IC IPT, VIDEO FY24 OPN SPARES PROCUREMENT, SEWP (C)",,674,LSUBP00034
removed,k:4830edda47ab,title+office,,LIPTM00116-UCVS IPT-CISCO PROCUREMENT-SEWP (C),,562,,LSUBP00015
added,k:4843430273ad,title+office,,,"LIPTM00321, C4I, NSIPT, CND-TS AND SHARKCAGE JUNIPER RENEWALS, SEWP (C)",,247,LSUBP00024
removed,k:484c2b9ebdc7,title+office,,DMR - TTAM IW and 5kHz - 22R2000,,199,,PMW/A-170
removed,k:486d56a031fb,title+office,,"Mine Counter Measure Capable Platform (MCMP), Support Vector Machine (SVM) Upgrades",,661,,None
removed,k:488019b992b9,title+office,,"LIPTM00464, DC2HS, FY23 ANSIBLE AUTOMATION RENEWAL, SEWP (C)",,490,,LSUBP00066
removed,k:488a3703fe03,title+office,,CVN 71 SNAIAS MANUAL REVISION,,190,,LBUSP00023
removed,k:48b2ba04bfca,title+office,,ESRP TO40 '23RDT&E/OPN INITITIVE-01,,224,,PMW/A-170
added,k:48bd7743c8ef,title+office,,,NSC2I.  LSM 1 & 2 Phases 1-5 (C),,90,PMW-760
added,k:49ebc32b4d48,title+office,,,0201 ADNS ISEA,,799,NP-41200
added,k:4a37978aaa5a,title+office,,,CANES MAC- N0003924R9108 (C),,179,PMW-160
added,k:4a60b334e433,title+office,,,"LIPTM00074, DHA/HSI IPT, 24-018 BNO for JUNIPER LICENSES for NMC PORTSMOUTH & RAF LAKENHEATH DELTAS, FT LEONARD WOOD AMR",,616,LSUBP00009
added,k:4a65a57736d1,title+office,,,ADNS Production MAC RFP #30 (C),,14,PMW-160
changed,k:4a87f6d9dd02,title+office,anticipated_total_value,$250M - $1B,$100M - $250M,51,556,LSUBP00010
changed,k:4a87f6d9dd02,title+office,solicitation_quarter,Q2,Q3,51,556,LSUBP00010
added,k:4a89bfc831b9,title+office,,,ADNS Production MAC RFP #34 (C),,18,PMW-160
added,k:4a92e99e6b2b,title+office,,,"LIPTM00119, IC IPT, DDG MOD IVCS PSD SPARES PROCUREMENT, SEWP (C)",,629,LSUBP00034
added,k:4ae82843deed,title+office,,,"TO 0093 - EXWC, MSRON, CPRW10 & HSM Upgrades (C)",,768,NP-56700
removed,k:4aff93468631,title+office,,ShoreNet Capability-Based In-Service Engineering Activity (CB-ISEA) Support-SeaPort (C),,500,,LSUBP00015
added,k:4b6591ac8346,title+office,,,"NSC2I LUSV 1, PHASES 1-5 (C)",,180,PMW-760
removed,k:4b73c1e2a694,title+office,,N00039-23-RFPREQ-PMW-150-LGRAID-0001,,184,,PMW-150
added,k:4bd35158a466,title+office,,,"LIPTM00455, TCIO IDOPS APK. SEWP (C)",,654,LSUBP00021
added,k:4be46b11823b,title+office,,,LIPTM00229 - IUSS IPT - 300-24-917- CISCO Routers/Servers (Pope)-ESI/SEWP (C),,520,LSUBP00022
added,k:4c119c3be347,title+office,,,5091-LIPTM00256L-Installation of S127 OSP Fiber at Dam Neck (C),,354,LSUBP00057
added,k:4c460a7adbf1,title+office,,,xDMS RFP 005 JPN ASEV NMG,,107,NP-55100
removed,k:4c593a70d146,title+office,,"LIPTM00119, IC IPT, CVN-71 SCDs 3997/13412 MATERIAL, SEWP (C)",,555,,LSUBP00034
added,k:4c7a76c95af9,title+office,,,"LIPTM00252, BASED LOGISTICS-ORGANIC (PBLO), MATERIALS (EL1), NASA SEWP (C)",,529,LSUBP00093
removed,k:4caddfbe0275,title+office,,"LIPTM00119, IC IPT, VIDEO OPC-3/4 CISCO PROCUREMENT, SEWP ESI (C)",,549,,LSUBP00034
removed,k:4cb9b4e386a8,title+office,,"LIPTM00455-TERRESTRIAL COLLECTIONS IDENTITY OPS, GPS TRACKER KIT, SEWP (C)",,318,,LSUBP00021
removed,k:4d483bee11f7,title+office,,Comprehensive Cyber Support Services,,665,,Cyber Defense
removed,k:4daa12d8d5d1,title+office,,"LIPTM00346, Fielded Ground Systems (FGV), Tactical Imagery Production System Next Generation (TIPS NG) First Article (FA",,304,,LSUBP00007
added,k:4dafe38dd3f8,title+office,,,RSNF C4ISR Training Services III (C),,11,PMW-740
removed,k:4dc169d56d62,title+office,,LIPTM00257_SURFACE MODS IPT_USS HARRY S. TRUMAN (CVN-75) 6TV Upgrade Support_SAC_8009,,442,,LSUBP00057
added,k:4df566bbe3ce,title+office,,,Anduril,,118,LSUBP00049
removed,k:4e02cd3955f9,title+office,,LIPTM00229 - IUSS IPT - 300-23-921 - CISCO Modules (Outlaw)-SEWP (C),,124,,LSUBP00022
added,k:4e1be0d80412,title+office,,,BRSE Long-Term Production Contract (C),,48,PMW/A-170
removed,k:4e3c7ea92016,title+office,,LIPTM00003_FY23 NAS Mod_CM-350 EI_SEWP (C),,621,,LSUBP00001
added,k:4ec50a467cfc,title+office,,,NILE End to End Test Station (C),,178,PMW-150
added,k:4ed5ea46f404,title+office,,,"LIPTM00128, FY 24 Silent Dagger Deployable Version 3A (SDD V3A)",,160,LSUBP00004
added,k:4f4ff35c9a4d,title+office,,,Philippines C4ISTAR Life Cycle Support,,481,PMW-740
added,k:4f6bd066e5c1,title+office,,,LIPTM00241 - USCG IPT - Acquisition Support with Systems Engineering and Technical Services - Seaport NxGEN TO (base + 4,,603,LSUBP00006
added,k:4f9281a41302,title+office,,,"LIPTM00081. PJSA IPT, NGA TAC SMS",,268,LSUBP00010
added,k:4fa6a7033515,title+office,,,"LIPTM00174, AIR & SPACE, Aircraft Procurement Navy 6, SEWP (C)",,502,LSUBP00023
added,k:4fb18265cd20,title+office,,,SEAPORT TO (Tactical Systems Integration (TSI) Testbed Systems Engineering) (C),,770,NP-53500
removed,k:4fbbc876f08d,title+office,,DMR - CVN 79 Upgrade - 18D0004,,194,,PMW/A-170
removed,k:50107bb51f5e,title+office,,Production Logistics Support for LAV Life Cycle Support (C),,285,,LSUBP00007
removed,k:5050e3cd6a7f,title+office,,PMW 160 CANES DIGITAL TWIN IDT SBIR OY2 Exercise and Technical Direction Letter 2 (TDL2),,653,,PMW-160
added,k:505d85c1dc6a,title+office,,,LIPTM00252/PBLO/SSEE INC F/SPARES/SEWP (C),,689,LSUBP00093
removed,k:505e7cc67c53,title+office,,LIPTM00346 - Fielded Ground Systems (FGS) and requirement is to purchase BFT MFoCS Cables - Base Year 12 months,,297,,LSUBP00007
added,k:50f06b196622,title+office,,,"LIPTM00074, DHA/HSI IPT, 24-021 BNOE for FORT MOORE FY23 LAN FORKLIFT-SEWP (C)",,614,LSUBP00009
added,k:512319888ba1,title+office,,,0223 ADNS EPF-15,,782,NP-41200
removed,k:513fa4abb78e,title+office,,C4ISR Training Products,,678,,None
added,k:51479fe3f96e,title+office,,,EUHW OCONUS warranty support changes,,414,PCE
removed,k:5165478bf380,title+office,,"LIPTM00476, NISE, AGI Software Systems Tool Kit and Add-on SatPro, GSA (C)",,628,,LSUBP00049
added,k:517c3a0118b5,title+office,,,"LIPTM00214-C4I FMS, Saudi Arabia, FMS Case SR-L-DA, ESI Cisco, SEWP (C)",,383,LSUBP00006
removed,k:51ab0c6df716,title+office,,LIPTM00156 - DCGS-N FY23-24 Hardware Systems Production - CAEI,,85,,LSUBP00022
removed,k:5201f20ef9bc,title+office,,"Meteorological and Oceanographic (METOC), Expeditionary and Joint Systems In-Service Engineering Agent (ISEA)",,677,,None
removed,k:521518c5a2ab,title+office,,LCM,,30,,PMA/PMW-101
removed,k:523a360e459c,title+office,,LIPTM00156 -  DCGS-N IPT -  ARCGIS (DAS) - SEWP (C),,97,,LSUBP00022
removed,k:526cae962ab9,title+office,,Cyber Red Team Operational and Developmental Support and Cyber Security Program Management Support II-SAC TO,,613,,LSUBP00009
removed,k:528f3d15a984,title+office,,"LIPTM00448-PNT ISEA: 21F0417_SSBN/SSGN/OCR TACNAV AND IC/DTS ISEA _MOD_REV. PWS, INCREASE CEILING,INC FUNDS (WRS SAC)",,233,,LSUBP00016
changed,k:52de4535572b,title+office,solicitation_fy,,TBD,163,477,PMS-485
changed,k:52de4535572b,title+office,solicitation_quarter,,TBD,163,477,PMS-485
added,k:530b6bd2f641,title+office,,,"LIPTM00455, TCIO, Forensics Equipment for USMC Program of Record (POR), LOGICUBE, GSA (C)",,586,LSUBP00021
added,k:53baaa66a242,title+office,,,MPO Lot 13 HW Procurement (C),,200,PMA/PMW-101
added,k:53c226d501da,title+office,,,TDL 0195 - TAN/UYQ-120(V) Command and Control Processor System (C2PS),,780,NP-41100
removed,k:53d501eb26b6,title+office,,"LIPTM00444, TACNET DEP IPT, CANES TOOLS, SEWP (C)",,127,,LSUBP00063
removed,k:54032d90b0d5,title+office,,"PROGRAM MANAGEMENT, ENGINEERING, AND LOGISTICS SUPPORT TO USMC INFORMATION DOMINANCE PROGRAM - SeaPort (C)",,277,,LSUBP00021
added,k:54168294eb8e,title+office,,,"LIPTM00226, NAVAIR FMS, FOLLOW ON, SEAPORT (C)",,554,LSUBP00006
removed,k:543bce6f5db6,title+office,,LIPTM00480 - Naval Tactical Command Support System - NTCSS Spares Hardware Requirements - NASA SEWP (C),,486,,LSUBP00056
added,k:549263633f49,title+office,,,"LIPTM00074, DHA/HSI IPT, 24-008 BNOE Fort Stewart FY23 LAN Forklift-SEWP (C)",,486,LSUBP00009
added,k:54b6f51456a4,title+office,,,Code 581 CSTA Follow On (C),,708,NP-58100
removed,k:54d4c61c81e9,title+office,,"LIPTM00156 - DCGS-N Systems Engineering, ISEA, and Training (3902 Follow On) - Seaport New TO Base+4OY (C)",,77,,LSUBP00022
added,k:5519ce2ac305,title+office,,,Decision Advantage Battle Management Aids (DABMA)_New CYBER TO (C),,758,NP-53600
added,k:5522c37aae59,title+office,,,"LIPTM00119, IC IPT, DDG ANN DIAS PROCUREMENT, SEWP (C)",,224,LSUBP00034
removed,k:553684af4a52,title+office,,"LIPTM00086/MyNavy Human Resources Solutions- Adobe Connect Software renewal, SEWP (C)",,489,,LSUBP00011
added,k:553d4536c5c3,title+office,,,LIPTM00119-INTERIOR COMMS (IC) IPT- New (internal) Large Service Contract (PAA XXX),,162,LSUBP00034
added,k:5545d3eb0958,title+office,,,"LIPTM00248 - AFLOAT SUB C4I IPT - FY24 CB 22 and CB 23 KITTING -I1V4, RFDACS OK-700, GBS OK-700 and DMR PROCUREMENT, INT",,150,LSUBP00035
removed,k:5594d79587d9,title+office,,ATIP - TO#21 Server and TIF repairs,,221,,PMW/A-170
added,k:5598bac92eb9,title+office,,,5069 LIPTM00426 USS RICHARD M MCCOOL (LPD 29) INSTALLS (C),,495,LSUBP00057
removed,k:55a15a589eac,title+office,,Personnel Accountability and Assessment System (PAAS),,726,,534
removed,k:5626ef132270,title+office,,LIPTM00156 DCGS-N IPT FY23 NETAPP - SEWP (C),,104,,LSUBP00022
added,k:56368ae0760b,title+office,,,"LIPTM00415-RCIPT: OA-9277A COUPLER, PWR SUPPLY PROCUREMENT-NEW LC NICHE SAC (PPA LSUBP00016-0059)",,161,LSUBP00016
added,k:565591707a1c,title+office,,,LIPTM00229 - IUSS IPT - 300-24-920- CISCO Servers (Outlaw)-ESI/SEWP (C),,399,LSUBP00022
added,k:56701d2778bf,title+office,,,ADNS Production MAC RFP #29 (C),,13,PMW-160
added,k:569038b5a2a2,title+office,,,"LIPTM000245, LDNC IPT, MISC MATERIAL, SEWP (C)",,227,LSUBP00034
added,k:56a17c524bf2,title+office,,,LIPTM00241 USCG IPT L-3 NEW TASK ORDER (ACQUISITION),,164,LSUBP00006
added,k:56bd0cdedb75,title+office,,,LIPTM00214-C4I FMS IPT_JAPAN JA-P-NDL _ TACTICAL DATA LINK _SEWP (C),,214,LSUBP00006
added,k:56be700a81bf,title+office,,,"LIPTM00248 - Afloat SUB C4I IPT - COMMAND, CONTROL, COMMUNICATIONS, AND COMPUTERS (C4I) TRAINING, SYSTEMS ENGINEERING & ",,576,LSUBP00035
added,k:56d8bd9afe86,title+office,,,"LIPTM00347, VEHICULAR TECHNOLOGY TRANSITION, ANSYS SW, SEWP, MAC (C)",,627,LSUBP00007
added,k:56dc68b1fb4e,title+office,,,NSC2I.  T-AO 211-214. Phases 2-5 (C),,70,PMW-760
removed,k:57575d520ae4,title+office,,LIPTM00395 - MULTI MEDIA IPT - 22-068 SEATECH AUDIO VISUAL Material - SEWP (C),,518,,LSUBP00002
added,k:57761cfed97f,title+office,,,"LIPTM00086, MYNAVY HUMAN RESOURCES SOLUTIONS, MRRS JasperReports Professional renewal (C)",,640,LSUBP00011
added,k:5786a67d8ef9,title+office,,,MIDS WDL SF (C),,189,C4IEXEC
added,k:57aa69d57b1b,title+office,,,LIPTM00119-INTERIOR COMMS: IC VIDEO EAST COAST PHASE 2-FY24 - SAC CHUGACH Order-N6523621D8009,,125,LSUBP00034
removed,k:57b3e6ed9e67,title+office,,DMR - SMRC OTA (C),,192,,PMW/A-170
added,k:57c80df5d105,title+office,,,NAVWAR 4.0 MPT Technical Authority (TA) and IWT Support (FY26) (C),,197,4.0
removed,k:57dd261e309f,title+office,,LIPTM00121_ATS IPT: SATCOM MODERNIZATION SPPT_30 Month POP_(CENTURUM (SAC)-NEW TO),,234,,LSUBP00016
removed,k:57e0b0e446e3,title+office,,"Engineering Support on Tactical Networks Division, Code 551 Multiple Award Contract (MAC)",,699,,None
removed,k:582a211c9368,title+office,,"LIPTM00257, Surface Modernization Unit Level IPT, CVN 75 6TV upgrade - SEWP",,525,,LSUBP00057
added,k:582fc67622a9,title+office,,,NMT FOFD - RIP BCCP Phase IV (RFP),,433,PMW/A-170
added,k:584a7904dade,title+office,,,CDLS Refurbishment Follow-On,,478,PMW/A-170
removed,k:58555e9ca419,title+office,,NSC2I FFG 62. (C),,178,,PMW-760
removed,k:5891c7db6915,title+office,,LIPTM00004_MERLIN_Internals_SEWP (C),,476,,LSUBP00001
added,k:58cc10702616,title+office,,,18989 - FOE MOD LIPTM00256L INTRUSION DETECTION SYS & CCTV AT NNSY PORTSMOUTH VA,,130,LSUBP00057
added,k:591df5a087ec,title+office,,,Microsoft Services,,422,C4IEXEC
added,k:59354380c814,title+office,,,LIPTM00107 - Naval Tactical Command Support System - NTCSS Development Atlassian Support Renewal- ATLASSIAN ESI BPA (C),,671,LSUBP00056
removed,k:598cf52140f5,title+office,,LIPTM00455-MSIDS WORKSTATION REFRESH (C),,290,,LSUBP00021
added,k:599a311a776d,title+office,,,Relay Ground Station (RGS) (C),,704,NP-55200
removed,k:5aa4dc4b66da,title+office,,"LIPTM00415-Radio Comms IPT, Tactical Variant Switch (TVS) FY 23 order-MAC (C)",,265,,LSUBP00016
added,k:5ac1d2eb37dd,title+office,,,LIPTM00304-Guam Missile Defense System Engineering Support -Lambert0015-Multi year PoP with no options (WR Systems-NEW S,,278,LSUBP00016
removed,k:5acb0817d22f,title+office,,"LIPTM00006, Naval Command & Operations Centers, C6F VDS MOC Installation Support, SAC",,36,,LSUBP00002
removed,k:5aeae005f1a2,title+office,,LIPTM00149 - ASE - SSEE MODS Mission Module Spares - ASE-23-041 - SEWP (C),,368,,LSUBP00022
removed,k:5b5ac9e73def,title+office,,"LIPTM00257_FIO IPT_USS Essex, LHD-2– Video Information Display System (VIDS) 3.0 Upgrade_Chugach_SAC_8009",,444,,LSUBP00057
removed,k:5b6068010ceb,title+office,,Division 552 Technical and Engineering MAC,,735,,None
added,k:5b958348fd20,title+office,,,03 MOS TC CPU Repair,,468,PMW-150
removed,k:5c3c20814a14,title+office,,"LIPTM00074, DHA/HSI IPT, 23-012 JUNIPER for FT. LEONARD WOOD & KOREA'S 121ST-SEWP (C)",,215,,LSUBP00009
removed,k:5c46303da334,title+office,,LIPTM00395 - MULTI MEDIA  IPT - 23-021 COMNAV BEACH Material - SEWP (C),,53,,LSUBP00002
added,k:5c6d6f2a7e1c,title+office,,,DMR - HFDAG Prototype (OTA) (C),,71,PMW/A-170
removed,k:5c77f35f0b82,title+office,,"LIPTM00119, INTERIOR COMMUNICATIONS IPT, DDG VIDEO SWITCH SPARES, SEWP-ESI (C)",,546,,LSUBP00034
removed,k:5c7a0a8426c0,title+office,,xDMS Support,,697,,None
added,k:5c8b58c6be6c,title+office,,,Bahamas MSS Sustainment,,457,PMW-740
removed,k:5cb19f937104,title+office,,"LIPTM00336, DCGS-MC, ADOBE, SEWP (C)",,360,,LSUBP00021
added,k:5cb2fb6be3e2,title+office,,,Phase III SBIR - Nearly Human - P24-01b,,432,LSUBP00064
changed,k:5cc5d31298b3,title+office,procurement_method,,Full and Open Competition,428,37,PMW-770
changed,k:5cc5d31298b3,title+office,solicitation_fy,,TBD,428,37,PMW-770
changed,k:5cc5d31298b3,title+office,solicitation_quarter,,TBD,428,37,PMW-770
added,k:5cfbdfcab239,title+office,,,LIPTM00395 - MULTI MEDIA  IPT - TPL 24-052 CMDIO SEWP (C),,207,LSUBP00002
