id,record_key,pid,title,office_id,office_code_string,contracting_office_uic,follow_on_or_new,predecessor_refs,valid_from,evidence_id
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-150-0003,N00039-26-RFPREQ-PMW-150-0003,N00039-26-RFPREQ-PMW-150-0003,NILE Link 22 Training Task Order 5,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row359
need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-150-0001,N00039-27-RFPREQ-PMW-150-0001,N00039-27-RFPREQ-PMW-150-0001,NILE Link 22 Training Task Order 6,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row360
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0050,N00039-25-RFPREQ-PMW-150-0050,N00039-25-RFPREQ-PMW-150-0050,NILE ISS 5 Task Order 5,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row361
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0278,N00039-24-RFPREQ-PMA/PMW-101-0278,N00039-24-RFPREQ-PMA/PMW-101-0278,MIDS JTRS Lot 13C DO (C),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row362
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0258,N00039-25-RFPREQ-PMW/A-170-0258,N00039-25-RFPREQ-PMW/A-170-0258,GPNTS - Software Ceiling Increase,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row363
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0035,N00039-25-RFPREQ-PMW-160-0035,N00039-25-RFPREQ-PMW-160-0035,ADNS MAC RFP #1 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row364
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0006,N00039-26-RFPREQ-PMW-160-0006,N00039-26-RFPREQ-PMW-160-0006,ADNS MAC RFP #2 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row365
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0007,N00039-26-RFPREQ-PMW-160-0007,N00039-26-RFPREQ-PMW-160-0007,ADNS MAC RFP #3 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row366
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0008,N00039-26-RFPREQ-PMW-160-0008,N00039-26-RFPREQ-PMW-160-0008,ADNS MAC RFP #4 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row367
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0009,N00039-26-RFPREQ-PMW-160-0009,N00039-26-RFPREQ-PMW-160-0009,ADNS MAC RFP #5 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row368
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0010,N00039-26-RFPREQ-PMW-160-0010,N00039-26-RFPREQ-PMW-160-0010,ADNS MAC RFP #6 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row369
need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0005,N00039-27-RFPREQ-PMW-160-0005,N00039-27-RFPREQ-PMW-160-0005,ADNS MAC RFP #7 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row370
need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0006,N00039-27-RFPREQ-PMW-160-0006,N00039-27-RFPREQ-PMW-160-0006,ADNS MAC RFP #8 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row371
need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0007,N00039-27-RFPREQ-PMW-160-0007,N00039-27-RFPREQ-PMW-160-0007,ADNS MAC RFP #9 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row372
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0015,N00039-25-RFPREQ-PMW-130-0015,N00039-25-RFPREQ-PMW-130-0015,90-Meter Licenses - Follow-On Contract,pmw:130,PMW-130 - PMW-130 - NAVWAR,N00039,Follow-on,N0003921P1004,2025-06-19,ev:lrae_navwar_2025-06:row373
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0030,N00039-25-RFPREQ-PMW-130-0030,N00039-25-RFPREQ-PMW-130-0030,CUE PSM Production Delivery Order - Contract #N0003923D9000,pmw:130,PMW-130 - PMW-130 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row374
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0016,N00039-25-RFPREQ-PMW-750-0016,N00039-25-RFPREQ-PMW-750-0016,CVN 74 IC De-obligation,pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row375
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0014,N00039-25-RFPREQ-PMW-760-0014,N00039-25-RFPREQ-PMW-760-0014,"NSC2I EMS 2 & 3, Phases 2-5 Award (C)",pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row376
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0276,N00039-25-RFPREQ-PMW/A-170-0276,N00039-25-RFPREQ-PMW/A-170-0276,NTCDL - Stand Alone Bridge Contract,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row378
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0028,N00039-25-RFPREQ-PMW-740-0028,N00039-25-RFPREQ-PMW-740-0028,Bahamas MSS 8 (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row379
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0277,N00039-25-RFPREQ-PMW/A-170-0277,N00039-25-RFPREQ-PMW/A-170-0277,PRP FY27 Follow-on Contract,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003922D0070,2025-06-19,ev:lrae_navwar_2025-06:row380
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0075,N00039-25-RFPREQ-PMA/PMW-101-0075,N00039-25-RFPREQ-PMA/PMW-101-0075,MIDS JTRS - Lot 14 - Terminals & Spares,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row381
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0077,N00039-25-RFPREQ-PMA/PMW-101-0077,N00039-25-RFPREQ-PMA/PMW-101-0077,N0003925F4012_DLS FSE_Korean terminal_troubleshoot and repair,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row382
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0078,N00039-25-RFPREQ-PMA/PMW-101-0078,N00039-25-RFPREQ-PMA/PMW-101-0078,N0003925R4015 DLS Voice Card Repair,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row383
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0072,N00039-25-RFPREQ-PMW-150-0072,N00039-25-RFPREQ-PMW-150-0072,PSS Re-Compete/21F3016 Follow-On (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,Follow-on,N0017819D7264 N0003921F3016,2025-06-19,ev:lrae_navwar_2025-06:row384
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0029,N00039-25-RFPREQ-PMW-740-0029,N00039-25-RFPREQ-PMW-740-0029,Philippines Link-16 Phase 1 - CIIS Task Order (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row385
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0068,N00039-25-RFPREQ-PMW-160-0068,N00039-25-RFPREQ-PMW-160-0068,CANES MAC RFP 9114A CTU 3 Kits (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row390
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0307,N00039-25-RFPREQ-PMW/A-170-0307,N00039-25-RFPREQ-PMW/A-170-0307,ESRP - Cost Overruns for TO 36 (N0003923F2010) (Modernization),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row391
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0302,N00039-25-RFPREQ-PMW/A-170-0302,N00039-25-RFPREQ-PMW/A-170-0302,WAMS TO Technical Studies Follow-On,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row394
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0304,N00039-25-RFPREQ-PMW/A-170-0304,N00039-25-RFPREQ-PMW/A-170-0304,WAMS TO Software Defects,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row395
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0096,N00039-25-RFPREQ-PMA/PMW-101-0096,N00039-25-RFPREQ-PMA/PMW-101-0096,Order to Contract #N0003922D4001_Austria_Depot_Repair,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row398
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0034,N00039-25-RFPREQ-PMW-770-0034,N00039-25-RFPREQ-PMW-770-0034,Hull Penetrator 18 units,pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row399
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0102,N00039-25-RFPREQ-PMW-150-0102,N00039-25-RFPREQ-PMW-150-0102,Link 16 01 DRS TTNT Additional Units Mod #N0003923C0006,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row401
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0128,N00039-25-RFPREQ-PMW-150-0128,N00039-25-RFPREQ-PMW-150-0128,Link 16 05 DLS MOS Mod BPA Spares CLIN Mod #N0003921A1001,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row402
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0129,N00039-25-RFPREQ-PMW-150-0129,N00039-25-RFPREQ-PMW-150-0129,Link 16 06 DRS MOS Mod BPA Spares CLIN Mod #N0003921A1002,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row403
need:lrae_navwar_2025-06:N00039-25-RFPREQ-C4IEXEC-0014,N00039-25-RFPREQ-C4IEXEC-0014,N00039-25-RFPREQ-C4IEXEC-0014,Platform Integration and Modernization Support Services 2.0 (C),peo:c4i,C4IEXEC - PEO C4I Front Office - NAVWAR,N00039,Follow-on,N0017819D8856 N0003921F3014,2025-06-19,ev:lrae_navwar_2025-06:row404
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0103,N00039-25-RFPREQ-PMA/PMW-101-0103,N00039-25-RFPREQ-PMA/PMW-101-0103,N0003924FXXXX_FR_MIS_V2,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row405
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0026,N00039-25-RFPREQ-PMW-130-0026,N00039-25-RFPREQ-PMW-130-0026,N0003923D9000 Ordering Period Extension,pmw:130,PMW-130 - PMW-130 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row407
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0103,N00039-25-RFPREQ-PMW-160-0103,N00039-25-RFPREQ-PMW-160-0103,CANES MAC RFP 9114B CTU 3 Kits (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row408
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0334,N00039-25-RFPREQ-PMW/A-170-0334,N00039-25-RFPREQ-PMW/A-170-0334,CBSP TO 01 Generic Eng. Svcs.,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,,2025-06-19,ev:lrae_navwar_2025-06:row409
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0040,N00039-25-RFPREQ-PMW-740-0040,N00039-25-RFPREQ-PMW-740-0040,Philippines Mobile Command Center Project (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row411
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0037,N00039-25-RFPREQ-PMW-750-0037,N00039-25-RFPREQ-PMW-750-0037,CVN 79 USS JOHN F KENNEDY MOD 08,pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row413
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0342,N00039-25-RFPREQ-PMW/A-170-0342,N00039-25-RFPREQ-PMW/A-170-0342,NASA SEWP Crypto Order,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row415
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0034,N00039-25-RFPREQ-PMW-750-0034,N00039-25-RFPREQ-PMW-750-0034,Modification to Contract #N0003919D0033,pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row417
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0343,N00039-25-RFPREQ-PMW/A-170-0343,N00039-25-RFPREQ-PMW/A-170-0343,DMR OE-570 - Frontgrade Antenna Evaluation - 18D0004,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row418
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0110,N00039-25-RFPREQ-PMW-160-0110,N00039-25-RFPREQ-PMW-160-0110,CANES MAC RFP 9115 SCN 1 System (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row421
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0346,N00039-25-RFPREQ-PMW/A-170-0346,N00039-25-RFPREQ-PMW/A-170-0346,DMR - Ancillary Definitization Mod for OP 3 - 5 - 24D2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row422
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-790-0022,N00039-26-RFPREQ-PMW-790-0022,N00039-26-RFPREQ-PMW-790-0022,Program Management Support Services,pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row423
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0120,N00039-25-RFPREQ-PMW-150-0120,N00039-25-RFPREQ-PMW-150-0120,NILE Link 22 Training Base Contract Ceiling Realignment MOD & Update FFP,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row424
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0119,N00039-25-RFPREQ-PMW-150-0119,N00039-25-RFPREQ-PMW-150-0119,NILE Link 22 Training Task Order 4B,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row425
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0133,N00039-25-RFPREQ-PMW-150-0133,N00039-25-RFPREQ-PMW-150-0133,Link 16 99 MOS Mod BPA TTNT Scope DLS Mod #N0003921A1001,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row427
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0134,N00039-25-RFPREQ-PMW-150-0134,N00039-25-RFPREQ-PMW-150-0134,Link 16 99 MOS Mod BPA TTNT Scope DRS Mod #N0003921A1002,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row428
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0129,N00039-25-RFPREQ-PMA/PMW-101-0129,N00039-25-RFPREQ-PMA/PMW-101-0129,MidS JTRS Terminal Repair and Retrofits DLS,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,Follow-on,N0003920D0057 N0003923F4013,2025-06-19,ev:lrae_navwar_2025-06:row429
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0130,N00039-25-RFPREQ-PMA/PMW-101-0130,N00039-25-RFPREQ-PMA/PMW-101-0130,MIDS JTRS Terminal Repair and Retrofits L3H,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,Follow-on,N0003920D0058 N0003923F4019,2025-06-19,ev:lrae_navwar_2025-06:row430
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0133,N00039-25-RFPREQ-PMA/PMW-101-0133,N00039-25-RFPREQ-PMA/PMW-101-0133,N0003925FXXXX_Certificate of Compliance (CoC) for FMS United Kingdom,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row431
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0130,N00039-25-RFPREQ-PMW-150-0130,N00039-25-RFPREQ-PMW-150-0130,Link 16 04 MOS Mod BPA TTNT On Ramp (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row432
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0132,N00039-25-RFPREQ-PMW-150-0132,N00039-25-RFPREQ-PMW-150-0132,C2P 01 TR BPA Call 6 (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row433
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0111,N00039-25-RFPREQ-PMW-160-0111,N00039-25-RFPREQ-PMW-160-0111,CANES MAC RFP 9116 4 INCOs (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row434
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0357,N00039-25-RFPREQ-PMW/A-170-0357,N00039-25-RFPREQ-PMW/A-170-0357,ESRP - Cost Overruns for TO 34 (N0003922F2179) (CVN 78 Overhaul),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row435
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0358,N00039-25-RFPREQ-PMW/A-170-0358,N00039-25-RFPREQ-PMW/A-170-0358,ESRP - Cost Overruns for TO 35 (N0003923F2008) (Sustainment Initiatives),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row436
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0138,N00039-25-RFPREQ-PMW-150-0138,N00039-25-RFPREQ-PMW-150-0138,C2P 03 TR BPA Call 7 (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row437
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0155,N00039-25-RFPREQ-PMA/PMW-101-0155,N00039-25-RFPREQ-PMA/PMW-101-0155,GASE for FMS,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row438
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0154,N00039-25-RFPREQ-PMA/PMW-101-0154,N00039-25-RFPREQ-PMA/PMW-101-0154,Lot 14T Taiwan (DLS),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row441
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW/A-170-0005,N00039-26-RFPREQ-PMW/A-170-0005,N00039-26-RFPREQ-PMW/A-170-0005,DMR - SMRC OTP,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,,2025-06-19,ev:lrae_navwar_2025-06:row442
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0372,N00039-25-RFPREQ-PMW/A-170-0372,N00039-25-RFPREQ-PMW/A-170-0372,WAMS - SW 101/Test Event Task Order,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row443
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0374,N00039-25-RFPREQ-PMW/A-170-0374,N00039-25-RFPREQ-PMW/A-170-0374,ESRP - TO 30 (N0003921F2030) Unfunded Ceiling De-Obligation,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row444
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0158,N00039-25-RFPREQ-PMA/PMW-101-0158,N00039-25-RFPREQ-PMA/PMW-101-0158,N0003925FXXX_German_PAI_Repair_SN0926_(L3),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row445
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0375,N00039-25-RFPREQ-PMW/A-170-0375,N00039-25-RFPREQ-PMW/A-170-0375,ESRP - TO 38 (N0003923F2063) Unfunded Ceiling De-Obligation,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row446
